temp_max_C,precip_mm,day_of_week,month,wind_speed_max_m_s,Complaint_Count,year,relative_humidity_2m_mean,weather_label,Complaint_Count_diff1
29.9,41.9,2,9,10.7,60,2023,92,4,33.0
27.2,32.6,3,9,15.0,37,2023,95,0,-23.0
29.1,31.6,4,9,12.2,19,2023,92,0,-18.0
28.8,19.4,5,9,15.0,11,2023,91,0,-8.0
29.7,8.0,6,9,9.3,10,2023,91,0,-1.0
29.9,20.5,0,9,6.9,21,2023,93,0,11.0
30.7,7.0,1,9,12.9,26,2023,91,2,5.0
30.8,16.0,2,9,7.7,22,2023,91,0,-4.0
32.1,3.0,3,9,9.1,28,2023,88,2,6.0
32.1,13.0,4,9,11.2,47,2023,86,0,19.0
31.0,4.6,5,9,10.2,29,2023,87,2,-18.0
28.8,24.5,6,10,13.1,19,2023,93,0,-10.0
28.5,27.0,0,10,13.0,50,2023,93,0,31.0
28.8,26.9,1,10,10.7,25,2023,93,0,-25.0
30.8,10.7,2,10,14.0,21,2023,90,0,-4.0
32.0,0.2,3,10,12.8,18,2023,80,1,-3.0
32.2,1.4,4,10,9.6,35,2023,82,1,17.0
31.8,1.4,5,10,9.0,16,2023,86,1,-19.0
32.9,0.1,6,10,11.0,14,2023,79,1,-2.0
33.2,0.0,0,10,8.6,16,2023,78,3,2.0
32.9,0.0,1,10,10.4,16,2023,77,3,0.0
33.1,0.0,2,10,8.3,7,2023,72,3,-9.0
33.1,0.0,3,10,9.4,21,2023,73,3,14.0
32.8,0.0,4,10,11.7,30,2023,69,3,9.0
32.3,0.0,5,10,10.3,16,2023,73,3,-14.0
32.6,0.0,6,10,9.3,6,2023,72,3,-10.0
32.3,0.0,0,10,10.0,9,2023,70,3,3.0
32.4,0.0,1,10,10.7,23,2023,67,3,14.0
31.6,0.0,2,10,6.8,31,2023,74,3,8.0
31.8,0.0,3,10,7.3,7,2023,76,3,-24.0
31.0,0.1,4,10,8.4,16,2023,74,1,9.0
31.1,0.0,5,10,10.2,7,2023,68,3,-9.0
30.7,0.0,6,10,9.5,5,2023,66,3,-2.0
30.9,0.0,0,10,10.0,5,2023,70,3,0.0
30.6,0.0,1,10,9.7,4,2023,72,3,-1.0
30.5,0.0,2,10,10.0,2,2023,73,3,-2.0
30.2,0.0,3,10,10.8,15,2023,67,3,13.0
30.2,0.0,4,10,10.3,7,2023,60,3,-8.0
30.5,0.0,5,10,9.4,14,2023,62,3,7.0
30.9,0.0,6,10,8.2,6,2023,66,3,-8.0
31.0,0.0,0,10,10.9,5,2023,65,3,-1.0
31.1,0.0,1,10,10.4,14,2023,68,3,9.0
32.6,0.0,2,11,9.2,8,2023,71,3,-6.0
31.4,5.9,3,11,8.6,9,2023,78,2,1.0
30.3,10.1,4,11,12.8,14,2023,84,0,5.0
28.3,3.8,5,11,11.8,13,2023,84,2,-1.0
31.0,0.3,6,11,8.5,18,2023,78,1,5.0
31.5,0.0,0,11,10.8,13,2023,62,3,-5.0
30.7,0.0,1,11,10.5,29,2023,62,3,16.0
30.1,0.0,2,11,9.9,19,2023,62,3,-10.0
30.9,0.0,3,11,7.8,19,2023,65,3,0.0
31.2,0.0,4,11,9.2,18,2023,63,3,-1.0
31.4,0.0,5,11,7.4,16,2023,66,3,-2.0
31.5,0.0,6,11,8.4,4,2023,66,3,-12.0
30.4,0.0,0,11,10.5,3,2023,70,3,-1.0
30.1,0.0,1,11,8.0,12,2023,68,3,9.0
29.9,0.0,2,11,11.0,11,2023,61,3,-1.0
29.6,0.0,3,11,12.1,10,2023,63,3,-1.0
30.6,0.0,4,11,11.9,14,2023,72,3,4.0
30.6,0.1,5,11,11.6,8,2023,71,1,-6.0
30.9,0.1,6,11,10.7,13,2023,67,1,5.0
30.3,0.0,0,11,9.3,14,2023,68,3,1.0
29.9,0.0,1,11,8.1,6,2023,71,3,-8.0
29.9,0.0,2,11,8.2,4,2023,66,3,-2.0
29.7,0.0,3,11,11.2,9,2023,61,3,5.0
29.5,0.0,4,11,9.3,12,2023,69,3,3.0
29.2,0.0,5,11,9.3,10,2023,67,3,-2.0
28.7,0.0,6,11,9.1,3,2023,64,3,-7.0
28.6,0.0,0,11,10.2,3,2023,62,3,0.0
29.5,0.0,1,11,8.0,3,2023,68,3,0.0
29.5,0.0,2,11,6.2,5,2023,70,3,2.0
30.8,0.0,3,11,14.1,6,2023,65,3,1.0
31.5,0.0,4,12,8.0,10,2023,66,3,4.0
31.9,0.0,5,12,11.2,11,2023,67,3,1.0
31.9,0.0,6,12,8.0,18,2023,70,3,7.0
29.2,0.0,0,12,9.8,13,2023,68,3,-5.0
23.4,1.6,1,12,14.0,10,2023,70,1,-3.0
21.0,31.4,2,12,13.1,31,2023,88,0,21.0
22.1,29.4,3,12,11.5,20,2023,92,0,-11.0
24.1,0.5,4,12,11.2,15,2023,84,1,-5.0
25.3,0.4,5,12,8.6,7,2023,86,1,-8.0
25.4,0.0,6,12,8.7,6,2023,74,3,-1.0
25.3,0.0,0,12,8.9,12,2023,75,3,6.0
24.7,0.0,1,12,8.1,14,2023,77,3,2.0
25.1,0.0,2,12,8.3,10,2023,74,3,-4.0
25.5,0.0,3,12,10.2,8,2023,75,3,-2.0
25.0,0.0,4,12,9.7,6,2023,73,3,-2.0
24.9,0.0,5,12,9.1,11,2023,74,3,5.0
24.6,0.0,6,12,10.2,2,2023,73,3,-9.0
24.3,0.0,0,12,8.8,14,2023,72,3,12.0
23.5,0.0,1,12,9.4,11,2023,71,3,-3.0
23.6,0.0,2,12,9.6,7,2023,70,3,-4.0
23.6,0.0,3,12,8.7,6,2023,77,3,-1.0
24.7,0.0,4,12,9.1,4,2023,76,3,-2.0
25.5,0.0,5,12,9.4,9,2023,77,3,5.0
25.7,0.0,6,12,8.6,9,2023,81,3,0.0
26.2,0.0,0,12,9.4,6,2023,80,3,-3.0
26.1,0.0,1,12,8.7,4,2023,81,3,-2.0
26.1,0.0,2,12,8.4,15,2023,76,3,11.0
26.7,0.0,3,12,9.4,5,2023,78,3,-10.0
26.4,0.0,5,12,9.1,4,2023,78,3,-1.0
26.2,0.0,0,1,8.3,5,2024,78,3,1.0
26.9,0.0,1,1,9.0,6,2024,75,3,1.0
27.1,0.0,2,1,9.8,8,2024,70,3,2.0
27.2,0.0,3,1,10.9,10,2024,72,3,2.0
28.3,0.0,4,1,13.4,10,2024,61,3,0.0
28.0,0.0,5,1,9.8,10,2024,66,3,0.0
28.0,0.0,6,1,11.3,5,2024,64,3,-5.0
27.8,0.0,0,1,8.7,10,2024,70,3,5.0
27.9,0.0,1,1,8.4,2,2024,73,3,-8.0
28.3,0.0,2,1,9.8,13,2024,70,3,11.0
28.5,0.0,3,1,11.3,9,2024,71,3,-4.0
27.5,0.0,4,1,11.3,8,2024,66,3,-1.0
26.5,0.0,5,1,9.4,6,2024,56,3,-2.0
26.5,0.0,6,1,11.3,4,2024,63,3,-2.0
26.9,0.0,0,1,9.8,5,2024,60,3,1.0
27.6,0.0,1,1,8.2,7,2024,68,3,2.0
29.1,0.0,2,1,12.6,4,2024,73,3,-3.0
26.9,0.9,3,1,13.8,13,2024,83,1,9.0
24.4,1.0,4,1,8.9,27,2024,86,1,14.0
26.4,1.5,5,1,9.1,13,2024,82,1,-14.0
25.0,0.1,6,1,7.9,9,2024,86,1,-4.0
26.5,0.2,0,1,8.9,15,2024,77,1,6.0
22.7,1.6,1,1,9.5,14,2024,68,1,-1.0
23.1,2.3,2,1,9.2,7,2024,87,1,-7.0
24.7,0.4,3,1,9.7,5,2024,73,1,-2.0
25.0,0.0,4,1,10.5,7,2024,62,3,2.0
25.0,0.0,5,1,9.4,3,2024,62,3,-4.0
26.6,0.0,6,1,9.9,18,2024,63,3,15.0
27.9,0.0,0,1,9.7,15,2024,67,3,-3.0
28.9,0.0,1,1,9.7,6,2024,66,3,-9.0
28.9,0.0,2,1,12.6,12,2024,65,3,6.0
29.5,0.0,3,2,12.6,22,2024,65,3,10.0
28.4,0.0,5,2,10.6,6,2024,58,3,-16.0
29.1,0.0,6,2,8.9,10,2024,56,3,4.0
30.9,0.0,0,2,8.9,12,2024,55,3,2.0
32.7,0.0,1,2,17.9,5,2024,67,3,-7.0
29.8,0.0,2,2,11.8,4,2024,67,3,-1.0
27.7,0.0,3,2,13.8,10,2024,44,3,6.0
27.9,0.0,4,2,9.2,12,2024,48,3,2.0
28.9,0.0,5,2,9.7,11,2024,59,3,-1.0
31.1,0.0,6,2,13.0,22,2024,55,3,11.0
30.6,0.0,0,2,11.1,19,2024,63,3,-3.0
32.5,0.0,1,2,15.8,8,2024,54,3,-11.0
32.0,0.0,2,2,14.6,6,2024,53,3,-2.0
30.3,0.0,3,2,14.5,19,2024,65,3,13.0
32.1,0.0,4,2,11.1,2,2024,59,3,-17.0
31.0,0.0,5,2,14.5,9,2024,55,3,7.0
32.4,0.0,6,2,11.0,12,2024,53,3,3.0
34.2,0.0,0,2,12.8,15,2024,52,3,3.0
34.6,0.0,1,2,15.3,16,2024,50,3,1.0
34.1,0.0,2,2,17.7,27,2024,51,3,11.0
33.2,0.0,3,2,18.8,3,2024,49,3,-24.0
30.5,0.0,4,2,13.1,9,2024,51,3,6.0
30.1,0.4,5,2,16.0,12,2024,62,1,3.0
27.7,6.8,6,2,16.3,27,2024,79,2,15.0
31.5,0.3,0,2,9.9,21,2024,69,1,-6.0
32.8,6.9,1,2,28.7,17,2024,68,2,-4.0
30.1,0.0,2,2,9.8,11,2024,76,3,-6.0
31.5,0.0,3,2,12.9,11,2024,60,3,0.0
33.3,0.0,4,3,10.2,11,2024,51,3,0.0
33.6,0.0,5,3,9.8,12,2024,52,3,1.0
33.8,0.0,6,3,16.3,11,2024,55,3,-1.0
32.2,0.0,0,3,12.0,11,2024,60,3,0.0
33.4,0.0,1,3,14.6,10,2024,61,3,-1.0
35.2,0.0,2,3,13.7,19,2024,52,3,9.0
32.8,3.6,3,3,16.1,4,2024,62,2,-15.0
33.1,0.0,4,3,12.7,6,2024,46,3,2.0
33.6,0.0,5,3,14.9,14,2024,40,3,8.0
33.6,0.0,6,3,12.9,9,2024,47,3,-5.0
36.0,0.0,0,3,9.9,20,2024,51,3,11.0
36.7,0.0,1,3,14.3,17,2024,49,3,-3.0
38.2,0.0,2,3,15.8,13,2024,40,3,-4.0
36.4,0.0,3,3,13.5,24,2024,37,3,11.0
37.0,0.0,4,3,13.7,14,2024,37,3,-10.0
36.5,1.0,5,3,12.0,29,2024,55,1,15.0
34.2,0.7,6,3,13.4,19,2024,59,1,-10.0
31.3,3.0,0,3,15.5,32,2024,71,2,13.0
30.5,22.5,1,3,17.4,44,2024,77,0,12.0
28.2,8.4,2,3,15.1,15,2024,74,0,-29.0
30.3,0.0,3,3,14.0,23,2024,68,3,8.0
31.4,0.0,4,3,10.0,30,2024,63,3,7.0
35.0,0.0,5,3,11.2,19,2024,53,3,-11.0
35.4,0.0,6,3,16.6,38,2024,53,3,19.0
33.9,0.0,0,3,18.9,29,2024,62,3,-9.0
34.0,0.0,1,3,10.6,13,2024,62,3,-16.0
35.8,0.0,2,3,9.7,25,2024,57,3,12.0
37.9,0.0,3,3,11.4,20,2024,52,3,-5.0
38.6,0.0,4,3,15.1,15,2024,51,3,-5.0
36.8,0.6,5,3,21.9,29,2024,53,1,14.0
35.8,0.0,6,3,15.7,33,2024,57,3,4.0
38.7,0.0,0,4,11.8,24,2024,49,3,-9.0
37.7,0.0,1,4,11.8,35,2024,45,3,11.0
38.4,0.0,2,4,11.3,33,2024,42,3,-2.0
40.4,0.0,3,4,13.5,38,2024,44,3,5.0
39.8,0.0,4,4,13.3,28,2024,41,3,-10.0
39.8,0.0,5,4,11.3,27,2024,37,3,-1.0
39.3,0.0,6,4,19.3,33,2024,34,3,6.0
27.6,10.9,0,4,13.6,23,2024,76,0,-10.0
32.4,2.7,1,4,10.9,22,2024,71,2,-1.0
35.0,0.0,2,4,11.6,47,2024,59,3,25.0
27.0,14.8,3,4,18.0,37,2024,80,0,-10.0
28.3,1.4,4,4,14.7,22,2024,80,1,-15.0
34.1,0.0,5,4,19.4,15,2024,68,3,-7.0
35.3,0.0,6,4,9.5,27,2024,63,3,12.0
37.6,0.0,0,4,11.5,22,2024,53,3,-5.0
38.1,0.0,1,4,10.9,40,2024,53,3,18.0
39.2,0.0,2,4,16.9,28,2024,46,3,-12.0
40.1,0.0,3,4,13.9,26,2024,41,3,-2.0
40.6,0.0,4,4,10.8,32,2024,36,3,6.0
41.0,0.0,5,4,14.4,45,2024,33,3,13.0
40.8,0.0,6,4,17.3,28,2024,37,3,-17.0
35.7,0.7,0,4,28.5,24,2024,50,1,-4.0
37.3,0.0,1,4,16.3,23,2024,51,3,-1.0
39.6,0.0,2,4,12.9,24,2024,43,3,1.0
39.9,0.0,3,4,11.6,27,2024,40,3,3.0
40.6,0.0,4,4,10.4,48,2024,39,3,21.0
41.2,0.0,5,4,12.5,24,2024,38,3,-24.0
40.3,0.0,6,4,17.1,27,2024,41,3,3.0
40.8,0.0,0,4,14.4,21,2024,41,3,-6.0
41.9,0.0,1,4,17.9,51,2024,42,3,30.0
42.1,0.0,2,5,20.9,27,2024,32,3,-24.0
41.1,0.0,3,5,12.3,19,2024,32,3,-8.0
40.6,0.0,4,5,16.1,14,2024,26,3,-5.0
40.6,0.0,5,5,12.0,8,2024,31,3,-6.0
42.5,0.0,6,5,14.0,24,2024,25,3,16.0
39.7,0.0,0,5,20.0,31,2024,37,3,7.0
38.2,0.0,1,5,17.6,33,2024,47,3,2.0
37.6,0.0,2,5,16.4,36,2024,54,3,3.0
38.5,0.4,3,5,21.9,48,2024,54,1,12.0
39.6,0.0,4,5,17.8,24,2024,53,3,-24.0
40.4,0.2,5,5,19.6,35,2024,48,1,11.0
39.1,0.0,6,5,14.8,37,2024,50,3,2.0
37.3,0.0,0,5,16.9,30,2024,57,3,-7.0
39.6,0.0,1,5,18.4,28,2024,51,3,-2.0
38.6,0.0,2,5,9.7,18,2024,55,3,-10.0
38.3,0.0,3,5,14.0,35,2024,49,3,17.0
35.9,0.3,4,5,16.5,25,2024,59,1,-10.0
33.1,1.7,5,5,16.3,14,2024,70,1,-11.0
37.0,0.1,6,5,12.9,19,2024,62,1,5.0
40.0,0.0,0,5,20.1,66,2024,51,3,47.0
40.0,0.0,1,5,21.3,47,2024,54,3,-19.0
40.5,0.0,2,5,20.0,36,2024,55,3,-11.0
40.1,0.1,3,5,17.5,41,2024,51,1,5.0
39.6,0.0,4,5,18.9,24,2024,53,3,-17.0
40.3,0.0,5,5,13.7,51,2024,51,3,27.0
39.5,1.9,6,5,12.6,53,2024,54,1,2.0
41.3,0.0,0,5,12.8,69,2024,50,3,16.0
45.0,0.0,3,5,18.1,78,2024,36,3,9.0
39.5,0.0,0,6,14.7,62,2024,57,3,-16.0
37.4,0.4,1,6,14.9,34,2024,57,1,-28.0
39.2,0.0,2,6,11.1,26,2024,55,3,-8.0
40.6,9.1,3,6,21.8,39,2024,63,0,13.0
40.1,0.1,4,6,16.2,43,2024,56,1,4.0
39.7,1.7,5,6,14.1,56,2024,56,1,13.0
39.5,0.0,6,6,13.0,45,2024,57,3,-11.0
40.3,0.4,0,6,13.7,63,2024,51,1,18.0
40.8,0.2,1,6,11.8,48,2024,52,1,-15.0
40.8,0.0,2,6,13.5,46,2024,48,3,-2.0
40.0,0.0,4,6,17.7,57,2024,48,3,11.0
36.7,0.0,6,6,12.0,28,2024,66,3,-29.0
36.7,0.9,0,6,21.5,57,2024,64,1,29.0
38.3,0.7,1,6,16.3,32,2024,60,1,-25.0
37.0,7.7,2,6,12.2,59,2024,65,0,27.0
34.3,11.0,3,6,15.6,43,2024,74,0,-16.0
31.7,19.6,4,6,11.5,39,2024,84,0,-4.0
33.3,10.5,5,6,9.1,39,2024,81,0,0.0
33.4,1.3,6,6,12.7,35,2024,78,1,-4.0
34.6,22.4,0,6,11.5,41,2024,74,0,6.0
34.1,4.8,1,6,10.2,74,2024,74,2,33.0
33.6,5.2,2,6,11.6,51,2024,78,2,-23.0
34.5,2.9,3,6,13.1,48,2024,79,2,-3.0
33.6,11.9,4,6,11.5,71,2024,81,0,23.0
31.7,37.0,5,6,19.3,31,2024,87,4,-40.0
29.2,26.9,6,6,16.8,20,2024,91,0,-11.0
28.7,28.0,0,7,16.5,14,2024,91,0,-6.0
31.5,14.0,1,7,21.8,36,2024,85,0,22.0
26.5,51.7,2,7,15.6,44,2024,94,4,8.0
31.5,26.5,3,7,16.9,28,2024,90,0,-16.0
30.7,3.2,4,7,15.1,39,2024,87,2,11.0
31.7,2.3,5,7,13.4,33,2024,84,1,-6.0
32.7,11.1,6,7,9.2,46,2024,83,0,13.0
31.6,1.9,0,7,15.6,27,2024,84,1,-19.0
32.9,2.1,1,7,13.4,19,2024,83,1,-8.0
32.2,0.6,2,7,12.7,25,2024,81,1,6.0
31.3,16.2,3,7,16.3,29,2024,84,0,4.0
29.7,3.0,4,7,13.0,46,2024,89,2,17.0
30.1,24.1,5,7,13.1,31,2024,90,0,-15.0
32.0,14.3,6,7,7.8,28,2024,88,0,-3.0
32.7,11.9,0,7,17.9,37,2024,86,0,9.0
33.1,1.6,1,7,14.2,35,2024,78,1,-2.0
34.1,1.2,2,7,9.7,29,2024,78,1,-6.0
33.6,10.3,3,7,12.0,38,2024,82,0,9.0
32.9,22.7,4,7,19.1,49,2024,84,0,11.0
32.4,9.1,5,7,18.0,39,2024,84,0,-10.0
31.2,1.6,6,7,13.7,28,2024,83,1,-11.0
29.8,4.0,0,7,15.3,34,2024,84,2,6.0
29.2,18.3,1,7,20.0,46,2024,91,0,12.0
29.7,25.3,2,7,20.0,34,2024,89,0,-12.0
30.8,14.8,3,7,21.1,39,2024,85,0,5.0
30.9,22.8,4,7,15.9,26,2024,86,0,-13.0
30.7,47.6,5,7,15.7,29,2024,89,4,3.0
30.4,5.0,6,7,12.2,33,2024,87,2,4.0
31.3,3.0,0,7,11.1,38,2024,84,2,5.0
31.2,15.6,1,7,13.5,48,2024,88,0,10.0
30.2,28.0,2,7,14.3,21,2024,89,0,-27.0
27.6,27.5,3,8,17.2,28,2024,93,0,7.0
26.1,34.4,4,8,21.0,19,2024,93,0,-9.0
28.0,15.9,5,8,22.5,34,2024,90,0,15.0
31.3,1.3,6,8,18.4,27,2024,83,1,-7.0
28.7,7.8,0,8,11.9,55,2024,89,0,28.0
28.9,60.6,1,8,11.5,58,2024,93,4,3.0
27.8,21.3,2,8,12.6,20,2024,93,0,-38.0
28.7,28.1,3,8,15.4,9,2024,93,0,-11.0
28.0,19.5,4,8,13.2,36,2024,91,0,27.0
30.2,19.5,5,8,11.5,23,2024,89,0,-13.0
31.5,0.5,6,8,14.6,31,2024,82,1,8.0
31.8,5.4,0,8,11.6,42,2024,85,2,11.0
30.9,40.5,1,8,10.8,18,2024,89,4,-24.0
31.0,21.4,2,8,11.4,29,2024,89,0,11.0
27.6,68.9,3,8,10.5,19,2024,94,4,-10.0
29.0,47.4,4,8,13.9,26,2024,92,4,7.0
31.1,17.2,5,8,9.4,28,2024,90,0,2.0
30.3,13.9,6,8,13.4,21,2024,90,0,-7.0
30.9,38.4,0,8,7.9,36,2024,87,4,15.0
29.9,40.5,1,8,12.8,30,2024,92,4,-6.0
29.4,19.0,2,8,13.1,36,2024,91,0,6.0
28.1,46.4,3,8,12.4,33,2024,93,4,-3.0
28.4,35.6,4,8,14.3,30,2024,91,4,-3.0
28.4,32.2,5,8,16.1,32,2024,92,0,2.0
27.9,8.0,6,8,12.5,41,2024,90,0,9.0
26.8,25.9,0,8,11.2,30,2024,93,0,-11.0
30.0,6.9,1,8,11.4,31,2024,89,2,1.0
29.8,1.7,2,8,10.9,39,2024,89,1,8.0
30.3,7.9,3,8,8.5,44,2024,88,0,5.0
33.0,0.9,4,8,12.3,40,2024,80,1,-4.0
32.2,1.0,5,8,16.8,19,2024,78,1,-21.0
31.7,0.7,6,9,20.9,18,2024,79,1,-1.0
30.5,3.5,0,9,16.6,46,2024,82,2,28.0
32.0,1.7,1,9,12.2,30,2024,81,1,-16.0
32.8,0.4,2,9,10.4,25,2024,77,1,-5.0
31.3,17.2,3,9,12.4,25,2024,86,0,0.0
30.7,11.6,4,9,11.3,73,2024,88,0,48.0
31.3,45.2,0,9,19.2,53,2024,88,4,-20.0
32.5,2.3,1,9,17.7,36,2024,82,1,-17.0
31.7,1.3,2,9,15.3,16,2024,82,1,-20.0
30.9,0.6,3,9,13.4,33,2024,83,1,17.0
30.8,7.3,4,9,12.1,35,2024,86,2,2.0
29.9,10.5,5,9,15.8,34,2024,87,0,-1.0
28.9,1.4,6,9,19.5,30,2024,80,1,-4.0
29.1,24.5,0,9,23.5,21,2024,87,0,-9.0
30.0,4.1,1,9,15.5,35,2024,87,2,14.0
29.0,3.7,2,9,11.2,34,2024,91,2,-1.0
31.1,0.9,3,9,8.2,36,2024,86,1,2.0
31.7,5.1,4,9,13.7,32,2024,87,2,-4.0
33.3,4.5,5,9,9.2,61,2024,85,2,29.0
32.0,11.6,6,9,6.7,76,2024,90,0,15.0
30.9,31.9,1,9,14.1,59,2024,90,0,-17.0
29.0,21.6,2,9,7.9,64,2024,92,0,5.0
30.8,13.0,3,9,14.2,32,2024,89,0,-32.0
31.3,21.6,4,9,13.6,16,2024,87,0,-16.0
32.2,0.3,5,9,12.8,37,2024,82,1,21.0
31.9,4.7,6,9,9.7,33,2024,86,2,-4.0
32.7,2.5,0,9,13.7,46,2024,84,1,13.0
32.8,0.5,1,10,10.7,22,2024,82,1,-24.0
32.7,1.0,2,10,13.9,26,2024,77,1,4.0
33.8,0.9,3,10,14.7,20,2024,77,1,-6.0
33.2,0.1,4,10,12.5,33,2024,75,1,13.0
33.0,0.0,5,10,8.8,16,2024,73,3,-17.0
32.6,0.0,6,10,11.6,29,2024,76,3,13.0
31.1,5.3,0,10,11.9,43,2024,83,2,14.0
30.8,16.4,1,10,6.1,31,2024,87,0,-12.0
31.7,3.4,2,10,8.1,26,2024,85,2,-5.0
32.3,0.6,3,10,11.0,17,2024,81,1,-9.0
32.4,0.0,4,10,7.6,17,2024,78,3,0.0
32.5,0.2,5,10,6.5,10,2024,77,1,-7.0
32.5,0.7,6,10,12.3,14,2024,77,1,4.0
32.8,9.2,0,10,16.2,18,2024,82,0,4.0
32.4,0.2,1,10,10.3,18,2024,79,1,0.0
32.8,0.3,2,10,8.2,20,2024,76,1,2.0
33.4,0.0,3,10,11.2,13,2024,73,3,-7.0
33.1,0.5,4,10,7.6,31,2024,76,1,18.0
32.3,0.3,5,10,16.4,28,2024,80,1,-3.0
32.2,0.1,6,10,9.2,20,2024,75,1,-8.0
32.6,0.0,0,10,10.0,25,2024,71,3,5.0
32.6,0.0,1,10,11.6,29,2024,63,3,4.0
32.5,0.0,2,10,13.2,47,2024,65,3,18.0
31.6,0.2,3,10,20.3,26,2024,68,1,-21.0
31.1,1.6,4,10,25.7,18,2024,67,1,-8.0
27.8,3.0,5,10,16.9,41,2024,78,2,23.0
30.2,0.9,6,10,8.4,20,2024,82,1,-21.0
31.0,1.7,0,10,13.2,22,2024,85,1,2.0
30.1,0.0,1,10,7.1,17,2024,85,3,-5.0
31.0,0.9,2,10,6.5,17,2024,84,1,0.0
31.5,0.0,3,10,8.4,6,2024,82,3,-11.0
33.2,0.0,4,11,9.1,21,2024,73,3,15.0
32.4,0.0,5,11,8.6,7,2024,64,3,-14.0
31.7,0.0,6,11,8.1,26,2024,66,3,19.0
30.8,0.0,0,11,7.9,33,2024,67,3,7.0
31.1,0.0,1,11,9.1,18,2024,65,3,-15.0
30.9,0.0,2,11,7.7,31,2024,69,3,13.0
30.6,0.0,3,11,7.2,19,2024,74,3,-12.0
30.3,0.1,4,11,6.8,15,2024,72,1,-4.0
30.9,0.0,5,11,6.6,37,2024,73,3,22.0
30.1,0.7,6,11,9.2,32,2024,70,1,-5.0
30.9,0.0,0,11,8.7,20,2024,65,3,-12.0
30.7,0.0,1,11,9.9,24,2024,68,3,4.0
30.7,0.0,2,11,6.9,13,2024,69,3,-11.0
30.2,0.0,3,11,8.6,13,2024,67,3,0.0
29.5,0.0,4,11,7.6,30,2024,68,3,17.0
28.6,0.0,5,11,7.1,24,2024,68,3,-6.0
28.7,0.0,6,11,6.5,20,2024,68,3,-4.0
28.7,0.0,0,11,9.4,25,2024,65,3,5.0
28.2,0.0,1,11,7.6,13,2024,65,3,-12.0
27.1,0.0,2,11,8.3,26,2024,65,3,13.0
27.5,0.0,3,11,5.9,17,2024,70,3,-9.0
27.1,0.0,4,11,6.0,23,2024,69,3,6.0
26.7,0.0,5,11,6.0,4,2024,70,3,-19.0
26.4,0.0,6,11,5.9,19,2024,70,3,15.0
26.9,0.0,0,11,7.5,31,2024,71,3,12.0
27.1,0.0,1,11,7.8,12,2024,70,3,-19.0
26.9,0.0,2,11,10.0,22,2024,69,3,10.0
26.9,0.0,3,11,13.4,31,2024,68,3,9.0
28.5,0.0,4,11,12.6,32,2024,69,3,1.0
26.1,0.4,5,11,14.7,38,2024,83,1,6.0
25.2,7.7,6,12,9.6,15,2024,90,0,-23.0
26.0,2.5,0,12,12.0,21,2024,88,1,6.0
27.8,0.1,1,12,8.7,13,2024,83,1,-8.0
29.6,0.0,2,12,5.9,25,2024,81,3,12.0
29.6,0.0,3,12,6.4,18,2024,78,3,-7.0
28.8,0.0,4,12,8.4,29,2024,73,3,11.0
28.5,0.0,5,12,8.0,27,2024,71,3,-2.0
26.9,1.7,6,12,9.3,18,2024,86,1,-9.0
26.3,2.3,0,12,12.5,13,2024,90,1,-5.0
27.1,0.0,1,12,10.3,71,2024,73,3,58.0
25.9,0.0,2,12,6.8,41,2024,70,3,-30.0
25.3,0.0,3,12,6.9,31,2024,69,3,-10.0
25.9,0.0,4,12,9.0,23,2024,71,3,-8.0
25.5,0.0,5,12,8.3,14,2024,67,3,-9.0
25.1,0.0,6,12,7.7,36,2024,65,3,22.0
25.1,0.0,0,12,7.7,25,2024,66,3,-11.0
25.7,0.0,1,12,7.0,11,2024,66,3,-14.0
26.6,0.0,2,12,7.9,39,2024,68,3,28.0
28.1,0.0,3,12,9.6,31,2024,74,3,-8.0
26.4,1.2,4,12,10.7,17,2024,81,1,-14.0
26.8,0.3,5,12,12.7,8,2024,81,1,-9.0
26.7,0.0,6,12,7.8,18,2024,79,3,10.0
27.4,0.0,0,12,7.1,27,2024,77,3,9.0
25.7,0.0,1,12,11.2,25,2024,76,3,-2.0
24.6,0.2,2,12,6.2,31,2024,81,1,6.0
28.5,0.0,3,12,7.5,25,2024,77,3,-6.0
29.3,0.0,4,12,9.0,15,2024,70,3,-10.0
28.8,0.0,5,12,11.6,11,2024,67,3,-4.0
27.5,0.4,6,12,10.5,5,2024,75,1,-6.0
27.3,0.0,0,12,11.1,18,2024,74,3,13.0
26.2,0.0,1,12,9.4,4,2024,67,3,-14.0
24.5,0.0,2,1,8.5,3,2025,66,3,-1.0
25.1,0.0,3,1,7.3,15,2025,63,3,12.0
24.6,0.0,4,1,7.4,29,2025,68,3,14.0
25.5,0.0,5,1,6.2,13,2025,73,3,-16.0
26.4,0.0,6,1,5.6,16,2025,76,3,3.0
25.8,0.0,0,1,7.6,17,2025,71,3,1.0
26.8,0.0,1,1,11.6,6,2025,65,3,-11.0
23.9,0.0,2,1,10.2,12,2025,60,3,6.0
24.6,0.0,3,1,8.2,19,2025,63,3,7.0
25.7,0.0,4,1,7.0,25,2025,70,3,6.0
26.5,0.0,5,1,8.7,25,2025,73,3,0.0
26.7,0.0,6,1,8.0,16,2025,72,3,-9.0
27.2,0.0,0,1,7.8,26,2025,68,3,10.0
27.7,0.0,1,1,8.3,13,2025,69,3,-13.0
26.5,0.0,2,1,10.0,21,2025,68,3,8.0
