temp_max_C,temp_min_C,precip_mm,day_of_week,month,wind_speed_max_m_s,weather_code,Complaint_Count,year,relative_humidity_2m_mean,weather_label
32.1,25.1,3.4,0,8,8.0,61,23,2023,85,2
32.8,25.5,7.5,1,8,9.6,63,21,2023,85,2
30.9,25.0,14.2,2,8,13.4,63,34,2023,89,0
29.0,24.7,32.8,3,8,13.0,63,23,2023,91,0
31.1,24.9,7.1,4,8,15.3,61,13,2023,85,2
32.2,25.3,0.6,5,8,13.8,51,29,2023,79,1
32.4,25.3,0.3,6,8,13.4,51,10,2023,77,1
32.1,24.9,0.2,0,8,13.1,51,21,2023,75,1
32.6,24.4,0.0,1,8,10.9,3,21,2023,73,3
33.2,24.5,0.2,2,8,7.5,51,15,2023,79,1
32.2,24.5,9.4,3,8,6.5,63,14,2023,83,0
33.3,25.4,1.1,4,9,9.6,51,16,2023,82,1
33.2,26.0,4.4,5,9,10.1,61,24,2023,85,2
30.0,25.1,38.3,6,9,12.5,65,30,2023,92,4
30.8,25.0,23.9,0,9,7.4,63,37,2023,92,0
30.7,24.6,21.8,1,9,12.9,65,18,2023,89,0
30.8,24.4,26.8,2,9,15.0,65,38,2023,87,0
30.7,24.8,9.2,3,9,8.7,63,9,2023,90,0
29.5,24.7,20.4,4,9,14.0,63,7,2023,89,0
32.0,25.0,0.7,5,9,11.4,51,26,2023,82,1
32.4,24.8,3.2,6,9,9.7,61,10,2023,83,2
31.3,24.9,18.1,0,9,14.5,65,17,2023,89,0
30.5,25.3,8.1,1,9,10.0,63,38,2023,89,0
29.9,24.5,15.0,2,9,11.6,63,38,2023,91,0
30.4,24.7,57.1,3,9,14.0,65,39,2023,92,4
31.2,24.9,2.3,4,9,14.4,53,25,2023,85,1
31.8,24.6,8.1,5,9,8.2,63,18,2023,85,0
30.6,25.1,4.6,6,9,11.4,61,11,2023,89,2
31.0,24.5,5.5,0,9,9.2,63,14,2023,88,2
31.2,24.1,15.4,1,9,11.2,63,27,2023,88,0
29.9,24.3,41.9,2,9,10.7,65,60,2023,92,4
27.2,23.8,32.6,3,9,15.0,63,37,2023,95,0
29.1,24.0,31.6,4,9,12.2,63,19,2023,92,0
28.8,23.9,19.4,5,9,15.0,65,11,2023,91,0
29.7,24.2,8.0,6,9,9.3,63,10,2023,91,0
29.9,23.8,20.5,0,9,6.9,65,21,2023,93,0
30.7,24.2,7.0,1,9,12.9,63,26,2023,91,2
30.8,24.0,16.0,2,9,7.7,63,22,2023,91,0
32.1,24.7,3.0,3,9,9.1,61,28,2023,88,2
32.1,24.0,13.0,4,9,11.2,65,47,2023,86,0
31.0,23.4,4.6,5,9,10.2,63,29,2023,87,2
28.8,24.7,24.5,6,10,13.1,63,19,2023,93,0
28.5,24.1,27.0,0,10,13.0,63,50,2023,93,0
28.8,24.0,26.9,1,10,10.7,63,25,2023,93,0
30.8,24.7,10.7,2,10,14.0,63,21,2023,90,0
32.0,24.7,0.2,3,10,12.8,51,18,2023,80,1
32.2,24.7,1.4,4,10,9.6,51,35,2023,82,1
31.8,24.2,1.4,5,10,9.0,53,16,2023,86,1
32.9,23.9,0.1,6,10,11.0,51,14,2023,79,1
33.2,22.6,0.0,0,10,8.6,3,16,2023,78,3
32.9,23.2,0.0,1,10,10.4,3,16,2023,77,3
33.1,23.6,0.0,2,10,8.3,3,7,2023,72,3
33.1,22.0,0.0,3,10,9.4,1,21,2023,73,3
32.8,23.3,0.0,4,10,11.7,2,30,2023,69,3
32.3,23.1,0.0,5,10,10.3,3,16,2023,73,3
32.6,21.1,0.0,6,10,9.3,1,6,2023,72,3
32.3,20.9,0.0,0,10,10.0,1,9,2023,70,3
32.4,21.0,0.0,1,10,10.7,2,23,2023,67,3
31.6,22.3,0.0,2,10,6.8,1,31,2023,74,3
31.8,22.2,0.0,3,10,7.3,3,7,2023,76,3
31.0,22.2,0.1,4,10,8.4,51,16,2023,74,1
31.1,20.9,0.0,5,10,10.2,0,7,2023,68,3
30.7,19.3,0.0,6,10,9.5,3,5,2023,66,3
30.9,19.8,0.0,0,10,10.0,3,5,2023,70,3
30.6,21.6,0.0,1,10,9.7,3,4,2023,72,3
30.5,20.8,0.0,2,10,10.0,3,2,2023,73,3
30.2,19.3,0.0,3,10,10.8,0,15,2023,67,3
30.2,17.7,0.0,4,10,10.3,1,7,2023,60,3
30.5,16.8,0.0,5,10,9.4,0,14,2023,62,3
30.9,17.5,0.0,6,10,8.2,3,6,2023,66,3
31.0,18.8,0.0,0,10,10.9,1,5,2023,65,3
31.1,19.8,0.0,1,10,10.4,1,14,2023,68,3
32.6,19.3,0.0,2,11,9.2,3,8,2023,71,3
31.4,21.1,5.9,3,11,8.6,63,9,2023,78,2
30.3,21.5,10.1,4,11,12.8,65,14,2023,84,0
28.3,21.1,3.8,5,11,11.8,63,13,2023,84,2
31.0,20.8,0.3,6,11,8.5,51,18,2023,78,1
31.5,19.5,0.0,0,11,10.8,3,13,2023,62,3
30.7,16.4,0.0,1,11,10.5,3,29,2023,62,3
30.1,15.9,0.0,2,11,9.9,2,19,2023,62,3
30.9,16.2,0.0,3,11,7.8,1,19,2023,65,3
31.2,17.7,0.0,4,11,9.2,3,18,2023,63,3
31.4,17.8,0.0,5,11,7.4,3,16,2023,66,3
31.5,18.9,0.0,6,11,8.4,3,4,2023,66,3
30.4,19.1,0.0,0,11,10.5,3,3,2023,70,3
30.1,19.4,0.0,1,11,8.0,3,12,2023,68,3
29.9,17.9,0.0,2,11,11.0,3,11,2023,61,3
29.6,18.9,0.0,3,11,12.1,3,10,2023,63,3
30.6,21.0,0.0,4,11,11.9,3,14,2023,72,3
30.6,20.6,0.1,5,11,11.6,51,8,2023,71,1
30.9,20.5,0.1,6,11,10.7,51,13,2023,67,1
30.3,19.7,0.0,0,11,9.3,3,14,2023,68,3
29.9,19.0,0.0,1,11,8.1,3,6,2023,71,3
29.9,18.3,0.0,2,11,8.2,0,4,2023,66,3
29.7,16.4,0.0,3,11,11.2,0,9,2023,61,3
29.5,17.9,0.0,4,11,9.3,1,12,2023,69,3
29.2,17.7,0.0,5,11,9.3,2,10,2023,67,3
28.7,17.2,0.0,6,11,9.1,1,3,2023,64,3
28.6,17.5,0.0,0,11,10.2,3,3,2023,62,3
29.5,17.4,0.0,1,11,8.0,3,3,2023,68,3
29.5,18.2,0.0,2,11,6.2,3,5,2023,70,3
30.8,18.9,0.0,3,11,14.1,3,6,2023,65,3
31.5,19.6,0.0,4,12,8.0,3,10,2023,66,3
31.9,19.7,0.0,5,12,11.2,3,11,2023,67,3
31.9,19.7,0.0,6,12,8.0,3,18,2023,70,3
29.2,20.3,0.0,0,12,9.8,3,13,2023,68,3
23.4,20.2,1.6,1,12,14.0,53,10,2023,70,1
21.0,19.5,31.4,2,12,13.1,63,31,2023,88,0
22.1,19.4,29.4,3,12,11.5,63,20,2023,92,0
24.1,17.7,0.5,4,12,11.2,51,15,2023,84,1
25.3,17.9,0.4,5,12,8.6,51,7,2023,86,1
25.4,15.7,0.0,6,12,8.7,1,6,2023,74,3
25.3,13.9,0.0,0,12,8.9,0,12,2023,75,3
24.7,13.0,0.0,1,12,8.1,3,14,2023,77,3
25.1,13.5,0.0,2,12,8.3,3,10,2023,74,3
25.5,13.2,0.0,3,12,10.2,3,8,2023,75,3
25.0,12.4,0.0,4,12,9.7,0,6,2023,73,3
24.9,11.4,0.0,5,12,9.1,2,11,2023,74,3
24.6,11.7,0.0,6,12,10.2,1,2,2023,73,3
24.3,12.5,0.0,0,12,8.8,3,14,2023,72,3
23.5,12.2,0.0,1,12,9.4,3,11,2023,71,3
23.6,11.9,0.0,2,12,9.6,3,7,2023,70,3
23.6,10.9,0.0,3,12,8.7,3,6,2023,77,3
24.7,11.4,0.0,4,12,9.1,3,4,2023,76,3
25.5,12.1,0.0,5,12,9.4,3,9,2023,77,3
25.7,13.1,0.0,6,12,8.6,3,9,2023,81,3
26.2,13.8,0.0,0,12,9.4,0,6,2023,80,3
26.1,13.1,0.0,1,12,8.7,0,4,2023,81,3
26.1,13.2,0.0,2,12,8.4,0,15,2023,76,3
26.7,13.1,0.0,3,12,9.4,3,5,2023,78,3
26.9,14.6,0.0,4,12,9.4,3,1,2023,76,3
26.4,14.0,0.0,5,12,9.1,3,4,2023,78,3
26.4,14.1,0.0,6,12,9.4,2,1,2023,79,3
26.2,14.3,0.0,0,1,8.3,0,5,2024,78,3
26.9,13.4,0.0,1,1,9.0,0,6,2024,75,3
27.1,14.0,0.0,2,1,9.8,0,8,2024,70,3
27.2,13.8,0.0,3,1,10.9,0,10,2024,72,3
28.3,14.4,0.0,4,1,13.4,2,10,2024,61,3
28.0,15.1,0.0,5,1,9.8,3,10,2024,66,3
28.0,15.1,0.0,6,1,11.3,0,5,2024,64,3
27.8,15.3,0.0,0,1,8.7,0,10,2024,70,3
27.9,15.0,0.0,1,1,8.4,1,2,2024,73,3
28.3,16.0,0.0,2,1,9.8,3,13,2024,70,3
28.5,17.6,0.0,3,1,11.3,0,9,2024,71,3
27.5,16.5,0.0,4,1,11.3,2,8,2024,66,3
26.5,13.6,0.0,5,1,9.4,0,6,2024,56,3
26.5,11.5,0.0,6,1,11.3,0,4,2024,63,3
26.9,14.2,0.0,0,1,9.8,1,5,2024,60,3
27.6,13.9,0.0,1,1,8.2,2,7,2024,68,3
29.1,18.6,0.0,2,1,12.6,3,4,2024,73,3
26.9,18.3,0.9,3,1,13.8,51,13,2024,83,1
24.4,17.1,1.0,4,1,8.9,53,27,2024,86,1
26.4,16.8,1.5,5,1,9.1,61,13,2024,82,1
25.0,16.9,0.1,6,1,7.9,51,9,2024,86,1
26.5,16.8,0.2,0,1,8.9,51,15,2024,77,1
22.7,16.7,1.6,1,1,9.5,51,14,2024,68,1
23.1,15.6,2.3,2,1,9.2,53,7,2024,87,1
24.7,12.9,0.4,3,1,9.7,51,5,2024,73,1
25.0,10.2,0.0,4,1,10.5,3,7,2024,62,3
25.0,10.7,0.0,5,1,9.4,3,3,2024,62,3
26.6,10.8,0.0,6,1,9.9,3,18,2024,63,3
27.9,12.4,0.0,0,1,9.7,3,15,2024,67,3
28.9,13.7,0.0,1,1,9.7,3,6,2024,66,3
28.9,15.8,0.0,2,1,12.6,3,12,2024,65,3
29.5,16.8,0.0,3,2,12.6,2,22,2024,65,3
27.1,18.2,0.0,4,2,9.4,3,1,2024,72,3
28.4,15.4,0.0,5,2,10.6,0,6,2024,58,3
29.1,13.1,0.0,6,2,8.9,0,10,2024,56,3
30.9,15.8,0.0,0,2,8.9,0,12,2024,55,3
32.7,18.7,0.0,1,2,17.9,1,5,2024,67,3
29.8,19.6,0.0,2,2,11.8,0,4,2024,67,3
27.7,17.8,0.0,3,2,13.8,3,10,2024,44,3
27.9,14.6,0.0,4,2,9.2,3,12,2024,48,3
28.9,14.8,0.0,5,2,9.7,0,11,2024,59,3
31.1,16.1,0.0,6,2,13.0,3,22,2024,55,3
30.6,18.5,0.0,0,2,11.1,3,19,2024,63,3
32.5,18.4,0.0,1,2,15.8,3,8,2024,54,3
32.0,18.6,0.0,2,2,14.6,3,6,2024,53,3
30.3,17.6,0.0,3,2,14.5,3,19,2024,65,3
32.1,17.0,0.0,4,2,11.1,1,2,2024,59,3
31.0,17.5,0.0,5,2,14.5,1,9,2024,55,3
32.4,17.8,0.0,6,2,11.0,1,12,2024,53,3
34.2,18.3,0.0,0,2,12.8,3,15,2024,52,3
34.6,20.2,0.0,1,2,15.3,3,16,2024,50,3
34.1,18.0,0.0,2,2,17.7,3,27,2024,51,3
33.2,19.7,0.0,3,2,18.8,3,3,2024,49,3
30.5,20.2,0.0,4,2,13.1,2,9,2024,51,3
30.1,19.4,0.4,5,2,16.0,51,12,2024,62,1
27.7,19.9,6.8,6,2,16.3,63,27,2024,79,2
31.5,19.9,0.3,0,2,9.9,51,21,2024,69,1
32.8,20.0,6.9,1,2,28.7,63,17,2024,68,2
30.1,18.8,0.0,2,2,9.8,3,11,2024,76,3
31.5,17.9,0.0,3,2,12.9,0,11,2024,60,3
33.3,16.1,0.0,4,3,10.2,0,11,2024,51,3
33.6,18.9,0.0,5,3,9.8,3,12,2024,52,3
33.8,20.1,0.0,6,3,16.3,3,11,2024,55,3
32.2,21.0,0.0,0,3,12.0,3,11,2024,60,3
33.4,20.9,0.0,1,3,14.6,3,10,2024,61,3
35.2,19.9,0.0,2,3,13.7,2,19,2024,52,3
32.8,21.9,3.6,3,3,16.1,63,4,2024,62,2
33.1,21.8,0.0,4,3,12.7,0,6,2024,46,3
33.6,19.0,0.0,5,3,14.9,0,14,2024,40,3
33.6,19.3,0.0,6,3,12.9,0,9,2024,47,3
36.0,21.3,0.0,0,3,9.9,1,20,2024,51,3
36.7,23.2,0.0,1,3,14.3,1,17,2024,49,3
38.2,21.9,0.0,2,3,15.8,3,13,2024,40,3
36.4,22.3,0.0,3,3,13.5,0,24,2024,37,3
37.0,19.9,0.0,4,3,13.7,3,14,2024,37,3
36.5,22.5,1.0,5,3,12.0,55,29,2024,55,1
34.2,22.9,0.7,6,3,13.4,53,19,2024,59,1
31.3,22.0,3.0,0,3,15.5,61,32,2024,71,2
30.5,20.6,22.5,1,3,17.4,63,44,2024,77,0
28.2,17.4,8.4,2,3,15.1,63,15,2024,74,0
30.3,16.7,0.0,3,3,14.0,3,23,2024,68,3
31.4,18.8,0.0,4,3,10.0,3,30,2024,63,3
35.0,19.0,0.0,5,3,11.2,1,19,2024,53,3
35.4,19.2,0.0,6,3,16.6,3,38,2024,53,3
33.9,19.6,0.0,0,3,18.9,3,29,2024,62,3
34.0,19.5,0.0,1,3,10.6,2,13,2024,62,3
35.8,20.6,0.0,2,3,9.7,1,25,2024,57,3
37.9,22.3,0.0,3,3,11.4,3,20,2024,52,3
38.6,22.0,0.0,4,3,15.1,2,15,2024,51,3
36.8,22.9,0.6,5,3,21.9,53,29,2024,53,1
35.8,21.1,0.0,6,3,15.7,3,33,2024,57,3
38.7,23.8,0.0,0,4,11.8,3,24,2024,49,3
37.7,21.7,0.0,1,4,11.8,0,35,2024,45,3
38.4,22.1,0.0,2,4,11.3,3,33,2024,42,3
40.4,23.7,0.0,3,4,13.5,3,38,2024,44,3
39.8,23.5,0.0,4,4,13.3,3,28,2024,41,3
39.8,24.6,0.0,5,4,11.3,1,27,2024,37,3
39.3,24.5,0.0,6,4,19.3,2,33,2024,34,3
27.6,20.7,10.9,0,4,13.6,63,23,2024,76,0
32.4,20.6,2.7,1,4,10.9,55,22,2024,71,2
35.0,21.5,0.0,2,4,11.6,3,47,2024,59,3
27.0,20.9,14.8,3,4,18.0,65,37,2024,80,0
28.3,19.4,1.4,4,4,14.7,61,22,2024,80,1
34.1,19.5,0.0,5,4,19.4,2,15,2024,68,3
35.3,23.4,0.0,6,4,9.5,3,27,2024,63,3
37.6,22.7,0.0,0,4,11.5,3,22,2024,53,3
38.1,26.1,0.0,1,4,10.9,0,40,2024,53,3
39.2,23.4,0.0,2,4,16.9,0,28,2024,46,3
40.1,23.1,0.0,3,4,13.9,1,26,2024,41,3
40.6,24.2,0.0,4,4,10.8,3,32,2024,36,3
41.0,22.9,0.0,5,4,14.4,1,45,2024,33,3
40.8,26.9,0.0,6,4,17.3,3,28,2024,37,3
35.7,25.7,0.7,0,4,28.5,51,24,2024,50,1
37.3,24.4,0.0,1,4,16.3,3,23,2024,51,3
39.6,23.7,0.0,2,4,12.9,3,24,2024,43,3
39.9,24.2,0.0,3,4,11.6,1,27,2024,40,3
40.6,24.3,0.0,4,4,10.4,1,48,2024,39,3
41.2,25.5,0.0,5,4,12.5,3,24,2024,38,3
40.3,26.2,0.0,6,4,17.1,2,27,2024,41,3
40.8,26.2,0.0,0,4,14.4,2,21,2024,41,3
41.9,27.6,0.0,1,4,17.9,1,51,2024,42,3
42.1,29.4,0.0,2,5,20.9,1,27,2024,32,3
41.1,25.0,0.0,3,5,12.3,0,19,2024,32,3
40.6,22.3,0.0,4,5,16.1,0,14,2024,26,3
40.6,22.8,0.0,5,5,12.0,3,8,2024,31,3
42.5,25.0,0.0,6,5,14.0,3,24,2024,25,3
39.7,28.4,0.0,0,5,20.0,3,31,2024,37,3
38.2,27.2,0.0,1,5,17.6,3,33,2024,47,3
37.6,26.6,0.0,2,5,16.4,3,36,2024,54,3
38.5,25.4,0.4,3,5,21.9,51,48,2024,54,1
39.6,25.9,0.0,4,5,17.8,3,24,2024,53,3
40.4,27.0,0.2,5,5,19.6,51,35,2024,48,1
39.1,26.3,0.0,6,5,14.8,3,37,2024,50,3
37.3,27.3,0.0,0,5,16.9,3,30,2024,57,3
39.6,26.9,0.0,1,5,18.4,3,28,2024,51,3
38.6,27.1,0.0,2,5,9.7,3,18,2024,55,3
38.3,27.6,0.0,3,5,14.0,3,35,2024,49,3
35.9,27.6,0.3,4,5,16.5,51,25,2024,59,1
33.1,26.6,1.7,5,5,16.3,53,14,2024,70,1
37.0,26.1,0.1,6,5,12.9,51,19,2024,62,1
40.0,26.8,0.0,0,5,20.1,1,66,2024,51,3
40.0,27.7,0.0,1,5,21.3,3,47,2024,54,3
40.5,28.5,0.0,2,5,20.0,3,36,2024,55,3
40.1,27.0,0.1,3,5,17.5,51,41,2024,51,1
39.6,27.6,0.0,4,5,18.9,3,24,2024,53,3
40.3,27.7,0.0,5,5,13.7,3,51,2024,51,3
39.5,29.2,1.9,6,5,12.6,61,53,2024,54,1
41.3,28.7,0.0,0,5,12.8,3,69,2024,50,3
45.1,30.2,0.0,1,5,16.6,3,101,2024,38,3
45.2,32.7,0.0,2,5,26.1,3,145,2024,35,3
45.0,32.0,0.0,3,5,18.1,3,78,2024,36,3
44.0,31.5,0.0,4,5,18.6,3,149,2024,48,3
44.1,30.2,0.0,5,6,18.6,3,181,2024,50,3
40.7,30.0,0.9,6,6,15.3,53,94,2024,61,1
39.5,27.2,0.0,0,6,14.7,3,62,2024,57,3
37.4,28.3,0.4,1,6,14.9,51,34,2024,57,1
39.2,28.8,0.0,2,6,11.1,3,26,2024,55,3
40.6,28.6,9.1,3,6,21.8,65,39,2024,63,0
40.1,26.6,0.1,4,6,16.2,51,43,2024,56,1
39.7,28.0,1.7,5,6,14.1,55,56,2024,56,1
39.5,27.9,0.0,6,6,13.0,3,45,2024,57,3
40.3,29.7,0.4,0,6,13.7,51,63,2024,51,1
40.8,29.8,0.2,1,6,11.8,51,48,2024,52,1
40.8,31.0,0.0,2,6,13.5,3,46,2024,48,3
40.9,29.9,1.4,3,6,19.7,55,87,2024,50,1
40.0,31.7,0.0,4,6,17.7,3,57,2024,48,3
40.3,27.7,2.2,5,6,25.8,61,97,2024,55,1
36.7,27.5,0.0,6,6,12.0,3,28,2024,66,3
36.7,28.5,0.9,0,6,21.5,53,57,2024,64,1
38.3,28.8,0.7,1,6,16.3,53,32,2024,60,1
37.0,26.5,7.7,2,6,12.2,63,59,2024,65,0
34.3,26.4,11.0,3,6,15.6,63,43,2024,74,0
31.7,25.8,19.6,4,6,11.5,63,39,2024,84,0
33.3,24.9,10.5,5,6,9.1,63,39,2024,81,0
33.4,25.4,1.3,6,6,12.7,51,35,2024,78,1
34.6,25.4,22.4,0,6,11.5,65,41,2024,74,0
34.1,26.6,4.8,1,6,10.2,63,74,2024,74,2
33.6,27.0,5.2,2,6,11.6,61,51,2024,78,2
34.5,26.0,2.9,3,6,13.1,61,48,2024,79,2
33.6,25.5,11.9,4,6,11.5,63,71,2024,81,0
31.7,25.9,37.0,5,6,19.3,63,31,2024,87,4
29.2,25.1,26.9,6,6,16.8,63,20,2024,91,0
28.7,25.0,28.0,0,7,16.5,63,14,2024,91,0
31.5,25.1,14.0,1,7,21.8,63,36,2024,85,0
26.5,25.3,51.7,2,7,15.6,63,44,2024,94,4
31.5,24.7,26.5,3,7,16.9,63,28,2024,90,0
30.7,25.8,3.2,4,7,15.1,61,39,2024,87,2
31.7,25.8,2.3,5,7,13.4,55,33,2024,84,1
32.7,25.2,11.1,6,7,9.2,63,46,2024,83,0
31.6,25.1,1.9,0,7,15.6,53,27,2024,84,1
32.9,25.1,2.1,1,7,13.4,55,19,2024,83,1
32.2,25.8,0.6,2,7,12.7,51,25,2024,81,1
31.3,25.9,16.2,3,7,16.3,63,29,2024,84,0
29.7,25.6,3.0,4,7,13.0,55,46,2024,89,2
30.1,24.6,24.1,5,7,13.1,63,31,2024,90,0
32.0,25.3,14.3,6,7,7.8,65,28,2024,88,0
32.7,25.6,11.9,0,7,17.9,63,37,2024,86,0
33.1,26.0,1.6,1,7,14.2,51,35,2024,78,1
34.1,25.8,1.2,2,7,9.7,51,29,2024,78,1
33.6,26.1,10.3,3,7,12.0,65,38,2024,82,0
32.9,26.3,22.7,4,7,19.1,65,49,2024,84,0
32.4,26.1,9.1,5,7,18.0,63,39,2024,84,0
31.2,25.5,1.6,6,7,13.7,51,28,2024,83,1
29.8,25.7,4.0,0,7,15.3,55,34,2024,84,2
29.2,25.1,18.3,1,7,20.0,63,46,2024,91,0
29.7,25.1,25.3,2,7,20.0,65,34,2024,89,0
30.8,24.8,14.8,3,7,21.1,65,39,2024,85,0
30.9,25.1,22.8,4,7,15.9,65,26,2024,86,0
30.7,25.4,47.6,5,7,15.7,65,29,2024,89,4
30.4,25.1,5.0,6,7,12.2,61,33,2024,87,2
31.3,25.1,3.0,0,7,11.1,61,38,2024,84,2
31.2,25.6,15.6,1,7,13.5,63,48,2024,88,0
30.2,25.0,28.0,2,7,14.3,63,21,2024,89,0
27.6,25.4,27.5,3,8,17.2,63,28,2024,93,0
26.1,24.7,34.4,4,8,21.0,63,19,2024,93,0
28.0,24.8,15.9,5,8,22.5,61,34,2024,90,0
31.3,24.8,1.3,6,8,18.4,51,27,2024,83,1
28.7,25.1,7.8,0,8,11.9,55,55,2024,89,0
28.9,24.6,60.6,1,8,11.5,65,58,2024,93,4
27.8,24.8,21.3,2,8,12.6,63,20,2024,93,0
28.7,24.3,28.1,3,8,15.4,65,9,2024,93,0
28.0,24.7,19.5,4,8,13.2,63,36,2024,91,0
30.2,24.6,19.5,5,8,11.5,63,23,2024,89,0
31.5,25.0,0.5,6,8,14.6,51,31,2024,82,1
31.8,24.3,5.4,0,8,11.6,63,42,2024,85,2
30.9,25.1,40.5,1,8,10.8,65,18,2024,89,4
31.0,25.2,21.4,2,8,11.4,63,29,2024,89,0
27.6,25.1,68.9,3,8,10.5,65,19,2024,94,4
29.0,25.1,47.4,4,8,13.9,65,26,2024,92,4
31.1,25.0,17.2,5,8,9.4,65,28,2024,90,0
30.3,24.0,13.9,6,8,13.4,65,21,2024,90,0
30.9,24.1,38.4,0,8,7.9,65,36,2024,87,4
29.9,24.7,40.5,1,8,12.8,65,30,2024,92,4
29.4,24.6,19.0,2,8,13.1,63,36,2024,91,0
28.1,24.9,46.4,3,8,12.4,63,33,2024,93,4
28.4,24.7,35.6,4,8,14.3,63,30,2024,91,4
28.4,24.4,32.2,5,8,16.1,65,32,2024,92,0
27.9,24.4,8.0,6,8,12.5,63,41,2024,90,0
26.8,24.4,25.9,0,8,11.2,65,30,2024,93,0
30.0,24.3,6.9,1,8,11.4,61,31,2024,89,2
29.8,23.7,1.7,2,8,10.9,53,39,2024,89,1
30.3,24.5,7.9,3,8,8.5,61,44,2024,88,0
33.0,24.0,0.9,4,8,12.3,51,40,2024,80,1
32.2,25.4,1.0,5,8,16.8,51,19,2024,78,1
31.7,26.1,0.7,6,9,20.9,51,18,2024,79,1
30.5,25.5,3.5,0,9,16.6,63,46,2024,82,2
32.0,24.3,1.7,1,9,12.2,55,30,2024,81,1
32.8,24.5,0.4,2,9,10.4,51,25,2024,77,1
31.3,24.7,17.2,3,9,12.4,65,25,2024,86,0
30.7,24.1,11.6,4,9,11.3,63,73,2024,88,0
31.4,25.1,13.6,5,9,9.1,63,129,2024,89,0
32.0,24.6,35.1,6,9,16.2,65,92,2024,88,4
31.3,25.2,45.2,0,9,19.2,65,53,2024,88,4
32.5,25.7,2.3,1,9,17.7,51,36,2024,82,1
31.7,25.2,1.3,2,9,15.3,51,16,2024,82,1
30.9,25.0,0.6,3,9,13.4,51,33,2024,83,1
30.8,25.6,7.3,4,9,12.1,61,35,2024,86,2
29.9,24.4,10.5,5,9,15.8,63,34,2024,87,0
28.9,24.4,1.4,6,9,19.5,53,30,2024,80,1
29.1,24.8,24.5,0,9,23.5,63,21,2024,87,0
30.0,24.5,4.1,1,9,15.5,55,35,2024,87,2
29.0,23.6,3.7,2,9,11.2,55,34,2024,91,2
31.1,23.8,0.9,3,9,8.2,51,36,2024,86,1
31.7,24.2,5.1,4,9,13.7,61,32,2024,87,2
33.3,25.0,4.5,5,9,9.2,61,61,2024,85,2
32.0,24.4,11.6,6,9,6.7,63,76,2024,90,0
32.8,25.0,14.9,0,9,10.7,63,111,2024,88,0
30.9,24.8,31.9,1,9,14.1,65,59,2024,90,0
29.0,25.0,21.6,2,9,7.9,63,64,2024,92,0
30.8,25.0,13.0,3,9,14.2,63,32,2024,89,0
31.3,25.0,21.6,4,9,13.6,65,16,2024,87,0
32.2,24.3,0.3,5,9,12.8,51,37,2024,82,1
31.9,24.3,4.7,6,9,9.7,63,33,2024,86,2
32.7,24.9,2.5,0,9,13.7,61,46,2024,84,1
32.8,25.4,0.5,1,10,10.7,51,22,2024,82,1
32.7,25.9,1.0,2,10,13.9,51,26,2024,77,1
33.8,24.8,0.9,3,10,14.7,51,20,2024,77,1
33.2,24.0,0.1,4,10,12.5,51,33,2024,75,1
33.0,23.6,0.0,5,10,8.8,3,16,2024,73,3
32.6,24.0,0.0,6,10,11.6,3,29,2024,76,3
31.1,24.7,5.3,0,10,11.9,63,43,2024,83,2
30.8,24.2,16.4,1,10,6.1,65,31,2024,87,0
31.7,24.0,3.4,2,10,8.1,61,26,2024,85,2
32.3,24.0,0.6,3,10,11.0,51,17,2024,81,1
32.4,23.5,0.0,4,10,7.6,2,17,2024,78,3
32.5,24.3,0.2,5,10,6.5,51,10,2024,77,1
32.5,24.1,0.7,6,10,12.3,53,14,2024,77,1
32.8,23.9,9.2,0,10,16.2,63,18,2024,82,0
32.4,23.6,0.2,1,10,10.3,51,18,2024,79,1
32.8,24.5,0.3,2,10,8.2,51,20,2024,76,1
33.4,24.1,0.0,3,10,11.2,3,13,2024,73,3
33.1,24.2,0.5,4,10,7.6,51,31,2024,76,1
32.3,24.9,0.3,5,10,16.4,51,28,2024,80,1
32.2,23.6,0.1,6,10,9.2,51,20,2024,75,1
32.6,23.2,0.0,0,10,10.0,3,25,2024,71,3
32.6,22.5,0.0,1,10,11.6,3,29,2024,63,3
32.5,21.9,0.0,2,10,13.2,3,47,2024,65,3
31.6,23.7,0.2,3,10,20.3,51,26,2024,68,1
31.1,24.1,1.6,4,10,25.7,55,18,2024,67,1
27.8,24.2,3.0,5,10,16.9,53,41,2024,78,2
30.2,23.8,0.9,6,10,8.4,51,20,2024,82,1
31.0,22.5,1.7,0,10,13.2,51,22,2024,85,1
30.1,22.9,0.0,1,10,7.1,3,17,2024,85,3
31.0,23.5,0.9,2,10,6.5,53,17,2024,84,1
31.5,23.5,0.0,3,10,8.4,2,6,2024,82,3
33.2,21.9,0.0,4,11,9.1,1,21,2024,73,3
32.4,20.0,0.0,5,11,8.6,3,7,2024,64,3
31.7,21.1,0.0,6,11,8.1,3,26,2024,66,3
30.8,19.1,0.0,0,11,7.9,0,33,2024,67,3
31.1,20.2,0.0,1,11,9.1,2,18,2024,65,3
30.9,19.9,0.0,2,11,7.7,0,31,2024,69,3
30.6,20.6,0.0,3,11,7.2,3,19,2024,74,3
30.3,21.4,0.1,4,11,6.8,51,15,2024,72,1
30.9,20.5,0.0,5,11,6.6,3,37,2024,73,3
30.1,21.3,0.7,6,11,9.2,51,32,2024,70,1
30.9,20.0,0.0,0,11,8.7,3,20,2024,65,3
